trial_id,title,status,phase,sponsor,sponsor_class,intervention_names,intervention_types,countries,regions,last_update_posted,has_results,source_url
NCT00000416,Prevention of Arthritis-Related Work Disability,COMPLETED,N/A,Boston University Charles River Campus,OTHER,Rehabilitation counseling,other,United States,North America,2017-07-26,False,https://clinicaltrials.gov/study/NCT00000416
NCT00000417,Psychoeducational Approach to Improve Health in Lupus,COMPLETED,Phase 2,Brigham and Women's Hospital,OTHER,Counseling intervention; Informational film,device; procedure,United States,North America,2013-12-24,False,https://clinicaltrials.gov/study/NCT00000417
NCT00000419,Safety of Estrogens in Lupus: Hormone Replacement Therapy,TERMINATED,Phase 3,NYU Langone Health,OTHER,Premarin and Provera,drug,United States,North America,2013-05-03,False,https://clinicaltrials.gov/study/NCT00000419
NCT00000420,Safety of Estrogens in Lupus: Birth Control Pills,COMPLETED,Phase 3,NYU Langone Health,OTHER,Ortho-Novum 777,drug,United States,North America,2013-05-03,False,https://clinicaltrials.gov/study/NCT00000420
NCT00000421,"Serologically Active, Clinically Stable Systemic Lupus Erythematosus",COMPLETED,Phase 2,NYU Langone Health,OTHER,Placebo; Prednisone,drug,United States,North America,2016-03-04,False,https://clinicaltrials.gov/study/NCT00000421
NCT00001212,Drug Therapy in Lupus Nephropathy,COMPLETED,Phase 2,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,cyclophosphamide; cyclosporin A; prednisone,drug,United States,North America,2008-04-09,False,https://clinicaltrials.gov/study/NCT00001212
NCT00001372,Study of Systemic Lupus Erythematosus,RECRUITING,N/A,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,,,United States,North America,2026-05-01,False,https://clinicaltrials.gov/study/NCT00001372
NCT00001676,Cyclophosphamide and Fludarabine to Treat Lupus Nephritis,COMPLETED,Phase 1,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,SQ Fludarabine,drug,United States,North America,2008-03-04,False,https://clinicaltrials.gov/study/NCT00001676
NCT00001789,BG9588 (Anti-CD40L Antibody) to Treat Lupus Nephritis,COMPLETED,Phase 2,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,BG9588,drug,United States,North America,2008-03-04,False,https://clinicaltrials.gov/study/NCT00001789
NCT00004375,Ultraviolet Light Therapy for Systemic Lupus Erythematosus,UNKNOWN,Phase 2,National Center for Research Resources (NCRR),NIH,ultraviolet A-1 light treatment,procedure,United States,North America,2005-06-24,False,https://clinicaltrials.gov/study/NCT00004375
NCT00004643,Phase II Pilot Study of Cytarabine for Refractory Systemic Lupus Erythematosus,COMPLETED,Phase 2,National Center for Research Resources (NCRR),NIH,cytarabine,drug,,,2005-06-24,False,https://clinicaltrials.gov/study/NCT00004643
NCT00004662,"Phase III Randomized, Double-Blind, Placebo-Controlled Study of Dehydroepiandrosterone in Women With Active Systemic Lupus Erythematosus",COMPLETED,Phase 3,National Center for Research Resources (NCRR),NIH,dehydroepiandrosterone,drug,,,2005-06-24,False,https://clinicaltrials.gov/study/NCT00004662
NCT00004663,Epidemiologic Study of Reproductive Outcome in Women With Systemic Lupus Erythematosus,COMPLETED,N/A,National Center for Research Resources (NCRR),NIH,,,,,2005-06-24,False,https://clinicaltrials.gov/study/NCT00004663
NCT00004665,Phase II Study of Long-Term Dehydroepiandrosterone for Systemic Lupus Erythematosus,COMPLETED,Phase 2,National Center for Research Resources (NCRR),NIH,dehydroepiandrosterone,drug,,,2005-06-24,False,https://clinicaltrials.gov/study/NCT00004665
NCT00004756,Study of Individualized Instruction Versus Pamphlet in Systemic Lupus Erythematosus,COMPLETED,N/A,National Center for Research Resources (NCRR),NIH,Educational materials; Tailored educational program,procedure,,,2005-06-24,False,https://clinicaltrials.gov/study/NCT00004756
NCT00004795,"Phase II/III Randomized, Double-Blind, Placebo-Controlled Study of Dehydroepiandrosterone in Women With Mild to Moderate Systemic Lupus Erythematosus",COMPLETED,"Phase 2, Phase 3",National Center for Research Resources (NCRR),NIH,dehydroepiandrosterone,drug,,,2005-06-24,False,https://clinicaltrials.gov/study/NCT00004795
NCT00005436,Lupus Cohort--Thrombotic Events and Coronary Artery Disease,COMPLETED,N/A,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,,,,,2016-02-18,False,https://clinicaltrials.gov/study/NCT00005436
NCT00005778,High-Dose Intravenous (IV) Cyclophosphamide Versus Monthly IV Cyclophosphamide,COMPLETED,Phase 3,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,High-dose immunoablative therapy,drug,United States,North America,2008-11-06,False,https://clinicaltrials.gov/study/NCT00005778
NCT00006055,Autologous Peripheral Blood Stem Cell Transplantation in Patients With Life Threatening Autoimmune Diseases,UNKNOWN,N/A,Fairview University Medical Center,OTHER,Autologous Peripheral Blood Stem Cell Transplantation; anti-thymocyte globulin; cyclophosphamide; cyclosporine; filgrastim; methylprednisolone; prednisone,drug; procedure,United States,North America,2005-06-24,False,https://clinicaltrials.gov/study/NCT00006055
NCT00006133,Randomized Study of Oral Contraceptives or Hormone Replacement Therapy in Women With Systemic Lupus Erythematosus,COMPLETED,N/A,National Center for Research Resources (NCRR),NIH,estradiol; ethinyl estradiol; medroxyprogesterone; norethindrone,drug,United States,North America,2005-06-24,False,https://clinicaltrials.gov/study/NCT00006133
NCT00006134,Study of the Predictors of the Course and Early Outcome of Patients With Systemic Lupus Erythematosus: Nature Versus Nurture,COMPLETED,N/A,National Center for Research Resources (NCRR),NIH,,,United States,North America,2005-06-24,False,https://clinicaltrials.gov/study/NCT00006134
NCT00007358,Dexamethasone Treatment for Congenital Heart Block (CHB) in Newborns With Lupus,COMPLETED,N/A,NYU Langone Health,OTHER,Dexamethasone or other corticosteroid,drug,United States,North America,2016-03-11,False,https://clinicaltrials.gov/study/NCT00007358
NCT00008749,Role of Altered CD40-Ligand Gene Transcription in Systemic Lupus Erythematosus,UNKNOWN,N/A,National Center for Research Resources (NCRR),NIH,,,United States,North America,2005-06-24,False,https://clinicaltrials.gov/study/NCT00008749
NCT00010335,"Pilot Study of Total Body Irradiation in Combination With Cyclophosphamide, Anti-thymocyte Globulin, and Autologous CD34-Selected Peripheral Blood Stem Cell Transplantation in Children With Refractory Autoimmune Disorders",COMPLETED,Phase 1,Fred Hutchinson Cancer Center,OTHER,CD34 selection; Stem Cell Transplantation,device; procedure,United States,North America,2015-03-06,False,https://clinicaltrials.gov/study/NCT00010335
NCT00010400,Pilot Study of Cyclophosphamide in Patients With Life-Threatening Systemic Lupus Erythematosus or Antiphospholipid Antibody Syndrome,COMPLETED,N/A,Johns Hopkins University,OTHER,Cyclophosphamide; filgrastim,drug,United States,North America,2005-06-24,False,https://clinicaltrials.gov/study/NCT00010400
NCT00011908,Humanized LL2IGG to Treat Systemic Lupus Erythematosus,COMPLETED,Phase 1,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,hLL2 (Epratuzumab),drug,United States,North America,2008-03-04,False,https://clinicaltrials.gov/study/NCT00011908
NCT00017641,Phase I Study of Immune Ablation and CD34+ Peripheral Blood Stem Cell Support in Patients With Systemic Lupus Erythematosus,UNKNOWN,Phase 1,Northwestern Memorial Hospital,OTHER,CD34+ Peripheral Blood Stem Cell Reinfusion; anti-thymocyte globulin; cyclophosphamide; filgrastim,drug; procedure,United States,North America,2005-06-24,False,https://clinicaltrials.gov/study/NCT00017641
NCT00025818,Six Month Clinical Research Study for Patients With Moderate or Severe Dry Eye Syndrome,COMPLETED,Phase 3,Allergan,INDUSTRY,Ophthalmic Emulsion,drug,United States,North America,2011-05-30,False,https://clinicaltrials.gov/study/NCT00025818
NCT00029926,Positron Emission Tomography (PET) to Locate Areas of White Blood Cell Activity,COMPLETED,N/A,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,2-deoxy-2 [F-18] fluoro-2-d-glucose,drug,United States,North America,2008-03-04,False,https://clinicaltrials.gov/study/NCT00029926
NCT00035308,Safety and Efficacy Study of LJP 394 (Abetimus Sodium) to Treat Lupus Kidney Disease,COMPLETED,Phase 3,La Jolla Pharmaceutical Company,INDUSTRY,Abetimus sodium (LJP 394),drug,Austria; Canada; France; Germany; Italy; Mexico; Spain; Sweden; United Kingdom; United States,Europe; North America,2006-09-25,False,https://clinicaltrials.gov/study/NCT00035308
NCT00036491,Anti-CD20 in Systemic Lupus Erythematosus,COMPLETED,"Phase 1, Phase 2",National Institute of Allergy and Infectious Diseases (NIAID),NIH,Rituximab,drug,United States,North America,2017-11-06,False,https://clinicaltrials.gov/study/NCT00036491
NCT00037128,Study of GL701 in Men With Systemic Lupus Erythematosus,UNKNOWN,Phase 3,Genelabs Technologies,INDUSTRY,GL701,drug,United States,North America,2005-06-24,False,https://clinicaltrials.gov/study/NCT00037128
NCT00042523,Role of Antibodies in Cognitive Dysfunction in Patients With Systemic Lupus Erythematosus,COMPLETED,N/A,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,,,United States,North America,2008-03-04,False,https://clinicaltrials.gov/study/NCT00042523
NCT00046774,Monoclonal Antibody Treatment for Systemic Lupus Erythematosus,COMPLETED,Phase 1,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,MRA 003 US,drug,United States,North America,2019-12-12,False,https://clinicaltrials.gov/study/NCT00046774
NCT00050713,Sirolimus Therapy for Idiopathic and Lupus Membranous Nephropathy,COMPLETED,Phase 2,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Sirolimus,drug,United States,North America,2017-10-06,False,https://clinicaltrials.gov/study/NCT00050713
NCT00053560,To Assess Prevention of Bone Loss in Women With Lupus Receiving Treatment With Glucocorticoids,UNKNOWN,Phase 3,Genelabs Technologies,INDUSTRY,Prasterone (GL701),drug,Mexico; United States,North America,2008-01-07,False,https://clinicaltrials.gov/study/NCT00053560
NCT00054938,Prevention of Atherosclerosis and Heart Disease in Patients With Systemic Lupus Erythematosis (SLE),COMPLETED,Phase 2,Brigham and Women's Hospital,OTHER,"Vitamins: B6, B12, and folate; aspirin; heart health educational program; pravastatin; ramipril",behavioral; drug,United States,North America,2013-12-24,False,https://clinicaltrials.gov/study/NCT00054938
NCT00055055,Study of Families With Twins or Siblings Discordant for Rheumatic Disorders,COMPLETED,N/A,National Institute of Environmental Health Sciences (NIEHS),NIH,,,United States,North America,2026-05-06,False,https://clinicaltrials.gov/study/NCT00055055
NCT00065806,Atherosclerosis Prevention in Pediatric Lupus Erythematosus (APPLE),COMPLETED,Phase 3,Laura Schanberg,OTHER,Atorvastatin; Placebo atorvastatin,drug,United States,North America,2013-08-15,True,https://clinicaltrials.gov/study/NCT00065806
NCT00069342,Health Beliefs and Health Behaviors Among Minorities With Rheumatic Diseases,COMPLETED,N/A,National Institutes of Health Clinical Center (CC),NIH,,,United States,North America,2018-04-17,False,https://clinicaltrials.gov/study/NCT00069342
NCT00071175,Lupus Genetics Studies,COMPLETED,N/A,Oklahoma Medical Research Foundation,OTHER,,,United States,North America,2017-09-18,False,https://clinicaltrials.gov/study/NCT00071175
NCT00071487,Safety and Efficacy Study of LymphoStat-B (Belimumab) in Subjects With Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 2,Human Genome Sciences Inc.,INDUSTRY,Belimumab 1 mg/kg; Belimumab 10 mg/kg; Belimumab 4 mg/kg; Placebo,drug,Canada; United States,North America,2013-08-07,True,https://clinicaltrials.gov/study/NCT00071487
NCT00074373,The Research Registry for Neonatal Lupus,COMPLETED,N/A,NYU Langone Health,OTHER,No intervention; observational,other,United States,North America,2023-08-03,False,https://clinicaltrials.gov/study/NCT00074373
NCT00076752,Lymphocyte Depletion and Stem Cell Transplantation to Treat Severe Systemic Lupus Erythematosus,COMPLETED,Phase 2,National Cancer Institute (NCI),NIH,Diphenhydramine; Mesna; Rituxan (rituximab); autologous hematopoietic stem cell transplantation; cyclophosphamide; filgrastim; fludarabine phosphate; immunologic technique; laboratory biomarker analysis; methylprednisolone,biological; drug; other; procedure,United States,North America,2021-01-05,True,https://clinicaltrials.gov/study/NCT00076752
NCT00082511,GL701 (Prestara™) in Women With Systemic Lupus Erythematosus Receiving Treatment With Glucocorticoids,COMPLETED,Phase 3,Genelabs Technologies,INDUSTRY,Prasterone (GL701),drug,Mexico; United States,North America,2008-01-14,False,https://clinicaltrials.gov/study/NCT00082511
NCT00089804,Study of LJP 394 in Lupus Patients With History of Renal Disease,TERMINATED,Phase 3,La Jolla Pharmaceutical Company,INDUSTRY,Phosphate-buffered saline; abetimus sodium (LJP 394); abetimus sodium (LJP 394) and/or placebo solution,drug,Argentina; Australia; Belarus; Brazil; Bulgaria; Czechia; Georgia; Germany; Hong Kong; Hungary; India; Indonesia; Italy; Lebanon; Malaysia; Mexico; Philippines; Poland; Portugal; Puerto Rico; Romania; Serbia; Slovakia; South Korea; Spain; Sri Lanka; Taiwan; Thailand; Ukraine; United States,East Asia; Europe; Latin America; North America; Oceania; Other / Global; South Asia; Southeast Asia,2009-04-01,False,https://clinicaltrials.gov/study/NCT00089804
NCT00094380,Treating Systemic Lupus Erythematosus (SLE) Patients With CTLA4-IgG4m (RG2077),COMPLETED,"Phase 1, Phase 2",National Institute of Allergy and Infectious Diseases (NIAID),NIH,CTLA4-IgG4m (RG2077); Cyclophosphamide,drug,United States,North America,2017-01-11,False,https://clinicaltrials.gov/study/NCT00094380
NCT00111306,Study of Epratuzumab in Systemic Lupus Erythematosus,TERMINATED,Phase 3,UCB Pharma,INDUSTRY,epratuzumab,drug,Belgium; Hungary; Netherlands; Spain; United Kingdom; United States,Europe; North America,2011-11-08,False,https://clinicaltrials.gov/study/NCT00111306
NCT00113971,Pharmacokinetics Study of Epratuzumab in Systemic Lupus Erythematosus (SLE),TERMINATED,Phase 2,UCB Pharma,INDUSTRY,epratuzumab,drug,United States,North America,2012-04-03,False,https://clinicaltrials.gov/study/NCT00113971
NCT00119678,Abatacept in the Treatment and Prevention of Active Systemic Lupus Erythematosus (SLE) Flares in Combination With Prednisone,COMPLETED,Phase 2,Bristol-Myers Squibb,INDUSTRY,Abatacept; Placebo; Prednisone,drug,Australia; Austria; Belgium; Brazil; Canada; France; Germany; Italy; Mexico; Puerto Rico; South Africa; South Korea; Taiwan; United Kingdom; United States,Africa; East Asia; Europe; Latin America; North America; Oceania; Other / Global,2014-09-22,True,https://clinicaltrials.gov/study/NCT00119678
NCT00120887,Lupus Atherosclerosis Prevention Study,COMPLETED,Phase 4,Johns Hopkins University,OTHER,Atorvastatin,drug,United States,North America,2007-04-05,False,https://clinicaltrials.gov/study/NCT00120887
NCT00124514,Triptorelin for Ovary Protection in Childhood Onset Lupus,COMPLETED,Phase 2,"Children's Hospital Medical Center, Cincinnati",OTHER,Triptorelin Pamoate; Triptorelin pamoate; placebo,drug; other,Brazil; United States,Latin America; North America,2021-01-05,True,https://clinicaltrials.gov/study/NCT00124514
NCT00125307,Tacrolimus for the Treatment of Systemic Lupus Erythematosus With Membranous Nephritis,COMPLETED,Phase 4,Chinese University of Hong Kong,OTHER,tacrolimus,drug,Hong Kong,East Asia,2015-08-03,False,https://clinicaltrials.gov/study/NCT00125307
NCT00137969,A Study to Evaluate the Safety of Rituximab Retreatment in Subjects With Systemic Lupus Erythematosus,COMPLETED,"Phase 2, Phase 3","Genentech, Inc.",INDUSTRY,Acetaminophen; Diphenhydramine; Placebo; Prednisone; Rituximab,drug,Canada; United States,North America,2019-08-20,True,https://clinicaltrials.gov/study/NCT00137969
NCT00152555,Physical Therapy for Systemic Lupus Erythematosus (SLE),TERMINATED,N/A,University of Chicago,OTHER,Physical Therapy or Relaxation Therapy,behavioral,United States,North America,2013-06-12,False,https://clinicaltrials.gov/study/NCT00152555
NCT00155532,Skin Denervation in Systemic Lupus Erythematosus,COMPLETED,Phase 1,National Taiwan University Hospital,OTHER,3 mm-punch biopsies of the skin,procedure,Taiwan,East Asia,2005-09-12,False,https://clinicaltrials.gov/study/NCT00155532
NCT00172666,Decoy Receptor 3 (DcR3) Polymorphisms in Rheumatoid Arthritis (RA) and Systemic Lupus Erythematosus (SLE),UNKNOWN,N/A,National Taiwan University Hospital,OTHER,,,Taiwan,East Asia,2006-03-30,False,https://clinicaltrials.gov/study/NCT00172666
NCT00181298,Memantine in Systemic Lupus Erythematosus,COMPLETED,N/A,Johns Hopkins University,OTHER,Memantine; Placebo,drug,United States,North America,2008-03-07,False,https://clinicaltrials.gov/study/NCT00181298
NCT00188188,Study of Endothelial Dysfunction in Systemic Lupus and Its Role in Heart Disease,UNKNOWN,Phase 4,"University Health Network, Toronto",OTHER,quinipril,drug,Canada,North America,2005-12-29,False,https://clinicaltrials.gov/study/NCT00188188
NCT00188357,HIPP Learning to Live Better With Lupus: The Health Improvement and Prevention Program in Systemic Lupus Erythematosus,UNKNOWN,N/A,"University Health Network, Toronto",OTHER,Education,behavioral,Canada,North America,2007-02-14,False,https://clinicaltrials.gov/study/NCT00188357
NCT00189124,Dehydroepiandrosterone (DHEA) in Systemic Lupus Erythematosus (SLE) for Coronary Artery Disease (CAD) Prevention,COMPLETED,"Phase 2, Phase 3",University of Michigan,OTHER,Dehydroepiandrosterone (DHEA),drug,United States,North America,2016-05-18,False,https://clinicaltrials.gov/study/NCT00189124
NCT00198068,Predictors of Pregnancy Outcome in Systemic Lupus Erythematosus (SLE) and Antiphospholipid Syndrome (APS),RECRUITING,N/A,"Hospital for Special Surgery, New York",OTHER,,,Canada; United Kingdom; United States,Europe; North America,2026-04-28,False,https://clinicaltrials.gov/study/NCT00198068
NCT00203151,"A Study to Evaluate the Tolerability, Safety and Effectiveness of Edratide in the Treatment of Lupus",TERMINATED,Phase 2,"Teva Branded Pharmaceutical Products R&D, Inc.",INDUSTRY,edratide,drug,,,2011-04-12,False,https://clinicaltrials.gov/study/NCT00203151
NCT00204022,Mycophenolate Mofetil Versus Azathioprine for Maintenance Therapy of Lupus Nephritis.,COMPLETED,Phase 3,"Frédéric A. Houssiau, MD, PhD",OTHER,Azathioprine; Mycophenolate mofetil,drug,Belgium,Europe,2011-10-14,False,https://clinicaltrials.gov/study/NCT00204022
NCT00230035,Lupus Immunosuppressive/Immunomodulatory Therapy or Stem Cell Transplant (LIST),WITHDRAWN,Phase 2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Autologous CD34+HPC transplantation (HSCT); Azathioprine; Corticosteroids; Growth colony stimulating factor (G-CSF); Intravenous immunoglobulin; Leflunomide; Leukapheresis; Methotrexate; Methylprednisolone; Mycophenolate mofetil; Non-myeloablative high dose immunosuppressive therapy conditioning (HDIT); Plasmapheresis; Rabbit anti-thymocyte globulin; Rituximab,drug; procedure,United States,North America,2013-02-01,False,https://clinicaltrials.gov/study/NCT00230035
NCT00235378,Genetic Study of Lupus Patients and Their Families,COMPLETED,N/A,Oklahoma Medical Research Foundation,OTHER,,,United States,North America,2015-10-15,False,https://clinicaltrials.gov/study/NCT00235378
NCT00268567,Induction Treatment of Proliferative Lupus Nephritis With Leflunomide Combined With Prednisone,COMPLETED,"Phase 2, Phase 3",Peking University,OTHER,leflunomide combined with prednisone,drug,China,East Asia,2005-12-22,False,https://clinicaltrials.gov/study/NCT00268567
NCT00271934,Immune Ablation and Hematopoietic Stem Cell Support in Patients With Systemic Lupus Erythematosus: A Phase II Study,COMPLETED,Phase 2,Northwestern University,OTHER,Immune ablation and hematopoietic stem cell support.,biological,United States,North America,2023-11-09,False,https://clinicaltrials.gov/study/NCT00271934
NCT00277251,Alendronate Osteoporosis Study,COMPLETED,"Phase 2, Phase 3",Boston Children's Hospital,OTHER,Alendronate,drug,,,2017-04-11,False,https://clinicaltrials.gov/study/NCT00277251
NCT00278538,Cyclophosphamide and Rabbit Antithymocyte Globulin (rATG)/Rituximab in Patients With Systemic Lupus Erythematosus,COMPLETED,Phase 2,Northwestern University,OTHER,Hematopoietic stem cell transplantation,biological,United States,North America,2020-02-28,True,https://clinicaltrials.gov/study/NCT00278538
NCT00278590,Allogeneic Stem Cell Transplantation in Systemic Lupus Erythematosus,WITHDRAWN,Phase 1,Northwestern University,OTHER,Allogeneic Stem Cell Transplantation,biological,United States,North America,2017-01-13,False,https://clinicaltrials.gov/study/NCT00278590
NCT00280137,Health-related Quality of Life Measure in Pediatric Lupus,COMPLETED,N/A,"Rutgers, The State University of New Jersey",OTHER,,,United States,North America,2016-04-11,False,https://clinicaltrials.gov/study/NCT00280137
NCT00282347,A Study to Evaluate the Efficacy and Safety of Rituximab in Subjects With International Society of Nephrology/Renal Pathology Society (ISN/RPS) 2003 Class III or IV Lupus Nephritis,COMPLETED,Phase 3,"Genentech, Inc.",INDUSTRY,Acetaminophen; Diphenhydramine; Methylprednisolone; Mycophenolate mofetil; Placebo; Prednisone; Rituximab,drug,,,2015-01-15,True,https://clinicaltrials.gov/study/NCT00282347
NCT00293072,Pilot Study of Rituximab Therapy for Systemic Lupus Erythematosus (SLE) and Vasculitis,COMPLETED,Phase 2,Cambridge University Hospitals NHS Foundation Trust,OTHER,Rituximab,drug,United Kingdom,Europe,2006-02-17,False,https://clinicaltrials.gov/study/NCT00293072
NCT00297284,Memory and Attention Problems in Lupus: New Treatment Trial With Modafinil,TERMINATED,N/A,"Hospital for Special Surgery, New York",OTHER,Modafinil,drug,United States,North America,2009-01-28,False,https://clinicaltrials.gov/study/NCT00297284
NCT00298506,Study to Assess the Efficacy and Safety of FK506 Combined With Mycophenolate Mofetil (MMF) in Lupus Nephritis (III/IV/V),COMPLETED,N/A,Nanjing University School of Medicine,OTHER,Multitherapy,drug,China,East Asia,2011-09-29,False,https://clinicaltrials.gov/study/NCT00298506
NCT00299819,Safety and Tolerability of MEDI-545 in Patients Who Have Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 1,MedImmune LLC,INDUSTRY,MEDI 545; MEDI-545,biological,Canada; United States,North America,2007-12-18,False,https://clinicaltrials.gov/study/NCT00299819
NCT00302549,To Compare the Efficacy and Safety of FK506 vs IVC in the Treatment of Class III-IV LN,COMPLETED,N/A,Nanjing University School of Medicine,OTHER,FK506,drug,China,East Asia,2010-05-27,False,https://clinicaltrials.gov/study/NCT00302549
NCT00325741,Allogeneic Blood Stem Cell Transplantation for Patients With Life-Threatening Systemic Lupus Erythematosus,TERMINATED,Phase 1,Stanford University,OTHER,Hematopoietic Cell Transplantation,drug,United States,North America,2023-08-15,False,https://clinicaltrials.gov/study/NCT00325741
NCT00336414,Five-Year Actively Controlled Clinical Trial in New Onset Juvenile Systemic Lupus Erythematosus Nephritis,WITHDRAWN,Phase 3,Istituto Giannina Gaslini,OTHER,cyclophosphamide-prednisone-azathioprine,drug,Italy,Europe,2018-03-20,False,https://clinicaltrials.gov/study/NCT00336414
NCT00339261,Disease Progression and Activity in Patients With Systemic Lupus Erythematosus,COMPLETED,N/A,National Institute of Environmental Health Sciences (NIEHS),NIH,,,United States,North America,2017-07-02,False,https://clinicaltrials.gov/study/NCT00339261
NCT00342095,Hormonal and Environmental Risk Factors for Developing Systemic Lupus Erythematosus: The Carolina Lupus (CLU) Study,COMPLETED,N/A,National Institute of Environmental Health Sciences (NIEHS),NIH,,,United States,North America,2017-07-02,False,https://clinicaltrials.gov/study/NCT00342095
NCT00342329,Lupus Nephritis: Role of Environmental and Occupational Exposures,COMPLETED,N/A,National Institute of Environmental Health Sciences (NIEHS),NIH,,,United States,North America,2017-07-02,False,https://clinicaltrials.gov/study/NCT00342329
NCT00368264,TNF Blockade With Remicade in Active Lupus Nephritis WHO Class V (TRIAL ),TERMINATED,"Phase 2, Phase 3",Medical University of Vienna,OTHER,infliximab; placebo,drug,Austria; Germany; Netherlands,Europe,2009-10-05,False,https://clinicaltrials.gov/study/NCT00368264
NCT00371319,Comparing the Efficacy of Tacrolimus and Mycophenolate Mofetil for the Initial Therapy of Active Lupus Nephritis,COMPLETED,Phase 4,Tuen Mun Hospital,OTHER_GOV,mycophenolate mofetil; tacrolimus,drug,China,East Asia,2014-07-02,False,https://clinicaltrials.gov/study/NCT00371319
NCT00371501,Aspirin and Statins for Prevention of Atherosclerosis and Arterial Thromboembolism in Systemic Lupus Erythematosus,COMPLETED,Phase 4,Tuen Mun Hospital,OTHER_GOV,Rosuvastatin; aspirin; placebo,drug,Hong Kong,East Asia,2010-09-16,False,https://clinicaltrials.gov/study/NCT00371501
NCT00377637,A Study of Mycophenolate Mofetil (CellCept) in Management of Patients With Lupus Nephritis.,COMPLETED,Phase 3,Hoffmann-La Roche,INDUSTRY,Azathioprine; Corticosteroid; Cyclophosphamide; Mycophenolate mofetil (MMF); Placebo to Azathioprine; Placebo to Mycophenolate mofetil,drug,Argentina; Australia; Belgium; Brazil; Canada; China; Czechia; France; Germany; Greece; Hungary; Italy; Mexico; Portugal; Spain; United Kingdom; United States,East Asia; Europe; Latin America; North America; Oceania,2011-12-06,True,https://clinicaltrials.gov/study/NCT00377637
NCT00381810,A Study to Evaluate the Safety of Rituximab Retreatment in Subjects With Systemic Lupus Erythematosus,TERMINATED,Phase 3,"Genentech, Inc.",INDUSTRY,Acetaminophen; Diphenhydramine; Methylprednisolone; Rituximab,drug,United States,North America,2017-08-01,True,https://clinicaltrials.gov/study/NCT00381810
NCT00382837,Study of Epratuzumab in Systemic Lupus Erythematosus,WITHDRAWN,Phase 3,UCB Pharma,INDUSTRY,Epratuzumab,drug,Belgium; Brazil; Canada; Czechia; France; Germany; Hungary; Italy; Netherlands; Slovakia; Spain; United Kingdom; United States,Europe; Latin America; North America,2014-05-21,False,https://clinicaltrials.gov/study/NCT00382837
NCT00383214,Study of Epratuzumab in Systemic Lupus Erythematosus (SLE),TERMINATED,Phase 3,UCB Pharma,INDUSTRY,Epratuzumab; Placebo,drug; other,Belgium; Brazil; Canada; Czechia; France; Germany; Italy; Netherlands; Spain; United Kingdom; United States,Europe; Latin America; North America,2012-06-07,False,https://clinicaltrials.gov/study/NCT00383214
NCT00383513,Study of Epratuzumab in Systemic Lupus Erythematosus,COMPLETED,Phase 2,UCB Pharma,INDUSTRY,Epratuzumab,biological,United States,North America,2012-07-12,False,https://clinicaltrials.gov/study/NCT00383513
NCT00390091,Study of LJP 394 (Abetimus Sodium) in Lupus Patients,WITHDRAWN,Phase 2,La Jolla Pharmaceutical Company,INDUSTRY,abetimus sodium (LJP 394),drug,United States,North America,2015-09-01,False,https://clinicaltrials.gov/study/NCT00390091
NCT00391924,Dehydroepiandrosterone Administration in Women With Systemic Lupus Erythematosus or Primary Sjögren's Syndrome,COMPLETED,Phase 2,UMC Utrecht,OTHER,Dehydroepiandrosterone,drug,Netherlands,Europe,2006-10-25,False,https://clinicaltrials.gov/study/NCT00391924
NCT00392093,Effect of Hormone Replacement Therapy on Lupus Activity,COMPLETED,Phase 4,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,OTHER,Conjugated equine estrogens 0.625 mg/d + MPA 5 mg/d/10d,drug,Mexico,North America,2006-10-25,False,https://clinicaltrials.gov/study/NCT00392093
NCT00392951,Sirolimus for Autoimmune Disease of Blood Cells,COMPLETED,"Phase 1, Phase 2",Children's Hospital of Philadelphia,OTHER,sirolimus,drug,United States,North America,2019-11-19,True,https://clinicaltrials.gov/study/NCT00392951
NCT00401141,Abnormalities of B Lymphocytes During Systemic Lupus,COMPLETED,N/A,"University Hospital, Strasbourg, France",OTHER,Blood samples,procedure,France,Europe,2025-12-22,False,https://clinicaltrials.gov/study/NCT00401141
NCT00404157,A Study to Evaluate the Safety of Rituximab Retreatment in Subjects With Lupus Nephritis Previously Enrolled in Study U2970g,WITHDRAWN,Phase 3,"Genentech, Inc.",INDUSTRY,Rituximab,drug,,,2017-04-12,False,https://clinicaltrials.gov/study/NCT00404157
