trial_id,title,status,phase,sponsor,sponsor_class,intervention_names,intervention_types,countries,regions,last_update_posted,has_results,source_url
NCT06711887,Phase III Extension Study of Efficacy and Safety of Ianalumab With or Without Study Treatment Withdrawal in Participants With Lupus Nephritis (SIRIUS-LN Extension),RECRUITING,Phase 3,Novartis Pharmaceuticals,INDUSTRY,Ianalumab,drug,Brazil; China; Colombia; Hungary; Mexico; Romania; Singapore; South Korea; Taiwan; Thailand,East Asia; Europe; Latin America; North America; Other / Global; Southeast Asia,2026-03-11,False,https://clinicaltrials.gov/study/NCT06711887
NCT06713187,Interleukin23 in Systemic Lupus,RECRUITING,N/A,Sohag University,OTHER,interleukin 23,biological,Egypt,Middle East / Africa,2024-12-03,False,https://clinicaltrials.gov/study/NCT06713187
NCT06717815,Phase IIa Study for IPG11406 in Patients With Lupus Nephritis,RECRUITING,"Phase 1, Phase 2","Nanjing Immunophage Biotech Co., Ltd",INDUSTRY,IPG11406,drug,China,East Asia,2026-01-13,False,https://clinicaltrials.gov/study/NCT06717815
NCT06718283,Assessment of Hematologic Indices in Juvenile Lupus Erythematosus Patients:Correlation With Disease Activity and Chronic Organ Damage in These Patients,RECRUITING,N/A,Sohag University,OTHER,,,Egypt,Middle East / Africa,2024-12-05,False,https://clinicaltrials.gov/study/NCT06718283
NCT06720584,Whole Health Empowerment for Endotypes of Lupus: Improving Quality of Life in SLE,COMPLETED,N/A,Duke University,OTHER,"Health coach-led, online support program for people living with lupus",behavioral,United States,North America,2026-02-05,False,https://clinicaltrials.gov/study/NCT06720584
NCT06737380,UC-MSC Cell Therapy Study for Systemic Lupus Erythematosus (SLE) Patients,RECRUITING,Phase 1,LiveKidney.Bio,INDUSTRY,Clinical laboratory evaluations - Biochemistry; Clinical laboratory evaluations - Hematology; Clinical laboratory evaluations - Serology; Cytokines and chemokine profiling; Electrocardiogram; PROMIS instruments; Physical examination; Pregnancy Test; SF-36 questionnaire; SLE activity evaluation; SLE biomarker profiling; Urinalysis; single dose of UC-MSCs,biological; diagnostic_test; other,United States,North America,2025-09-11,False,https://clinicaltrials.gov/study/NCT06737380
NCT06752876,"CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy, in Patients With Refractory Systemic Lupus Erythematosus (GALLOP)",WITHDRAWN,Phase 1,"Caribou Biosciences, Inc.",INDUSTRY,CB-010,drug,,,2025-09-19,False,https://clinicaltrials.gov/study/NCT06752876
NCT06757725,Renal Resistive Index as an Indicator of Lupus Nephritis Severity and Systemic Lupus Activity,COMPLETED,N/A,Kasr El Aini Hospital,OTHER,colour doppler of the renal artery and measurement of resistive index,diagnostic_test,Egypt,Middle East / Africa,2025-01-03,False,https://clinicaltrials.gov/study/NCT06757725
NCT06759519,Clinical and Demographic Features of Patients With Moderate to Severe Active Systemic Lupus Erythematosus in Russia,COMPLETED,N/A,AstraZeneca,INDUSTRY,,,Russia,Other / Global,2025-12-10,False,https://clinicaltrials.gov/study/NCT06759519
NCT06778343,Biomarkers in Inflammatory Rheumatic Diseases Diagnosis,RECRUITING,N/A,Universidade Nova de Lisboa,OTHER,,,Portugal,Europe,2025-01-20,False,https://clinicaltrials.gov/study/NCT06778343
NCT06784076,Establishing the Salience of Type 1 Interferon Pathway Blockade in the Central Mechanisms of SLE Related Fatigue,NOT_YET_RECRUITING,N/A,NHS Greater Glasgow and Clyde,OTHER,Anifrolumab,drug,,,2025-01-29,False,https://clinicaltrials.gov/study/NCT06784076
NCT06785519,CD19/BCMA CAR-T Cell Therapy for Refractory/Relapsed Lupus Nephritis,RECRUITING,Early Phase 1,He Huang,OTHER,CD19/BCMA Lupus Nephritis Targeted CAR T-cells injection,biological,China,East Asia,2025-01-21,False,https://clinicaltrials.gov/study/NCT06785519
NCT06789107,Blinatumomab in Refractory Active Childhood Systemic Lupus Erythematosus,RECRUITING,Phase 1,Mao Jianhua,OTHER,Blinatumomab 9ug,drug,China,East Asia,2025-11-28,False,https://clinicaltrials.gov/study/NCT06789107
NCT06791772,Study of CM313(SC) Injection in Systemic Lupus Erythematosus(SLE),NOT_YET_RECRUITING,Phase 2,Keymed Biosciences Co.Ltd,INDUSTRY,CM313 injection; Placebo,biological; drug,China,East Asia,2025-01-24,False,https://clinicaltrials.gov/study/NCT06791772
NCT06792799,Anti-CD19/BCMA CAR-NK Cells in Patients With B Cell Mediated Autoimmune Disease,RECRUITING,Early Phase 1,The Children's Hospital of Zhejiang University School of Medicine,OTHER,anti-CD19/BCMA CAR NK cells (KN5601),biological,China,East Asia,2025-12-01,False,https://clinicaltrials.gov/study/NCT06792799
NCT06794008,BCMA-CD19 CAR-T Therapy for Refractory Autoimmune Diseases,RECRUITING,Phase 2,Peking University People's Hospital,OTHER,BCMA-CD19 CAR-T therapy,drug,China,East Asia,2025-04-02,False,https://clinicaltrials.gov/study/NCT06794008
NCT06795893,The Anifrolumab PRIM Program,RECRUITING,N/A,AstraZeneca,INDUSTRY,Anifrolumab,drug,Sweden,Europe,2026-04-27,False,https://clinicaltrials.gov/study/NCT06795893
NCT06796569,Systemic Immune Inflammatory Index in Systemic Lupus Erythematosus,RECRUITING,N/A,Sohag University,OTHER,systemic immune inflammatory index,diagnostic_test,Egypt,Middle East / Africa,2025-01-28,False,https://clinicaltrials.gov/study/NCT06796569
NCT06799520,"A Phase 1 Trial to Evaluate the Safety, Tolerability, Pharmacodynamics, Pharmacokinetics, and Immunogenicity of VIS171 in Participants With Autoimmune Disease(s)",RECRUITING,Phase 1,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,VIS171,drug,Bulgaria; Moldova; Romania; Spain,Europe; Other / Global,2025-09-17,False,https://clinicaltrials.gov/study/NCT06799520
NCT06801119,Efficacy and Safety of HN2301 in Autoimmune Diseases（AIDs）,RECRUITING,Phase 1,"Shenzhen MagicRNA Biotechnology Co., Ltd",INDUSTRY,HN2301 injection,drug,China,East Asia,2026-04-28,False,https://clinicaltrials.gov/study/NCT06801119
NCT06804057,CorEvitas Systemic Lupus Erythematosus (SLE) Drug Safety and Effectiveness Registry,RECRUITING,N/A,CorEvitas,NETWORK,Blood Collection,other,United States,North America,2026-02-06,False,https://clinicaltrials.gov/study/NCT06804057
NCT06822881,CT1190B in the Treatment of Patients With Moderate to Severe Refractory Systemic Lupus Erythematosus (SLE) or Refractory/Progressive Systemic Sclerosis (SSc),RECRUITING,Phase 1,Beijing GoBroad Hospital,OTHER,CAR-T Therapy,drug,China,East Asia,2026-03-10,False,https://clinicaltrials.gov/study/NCT06822881
NCT06826430,Inaticabtagene Autoleucel Injection in the Treatment of Refractory Systemic Lupus Erythematosus-related Immune Thrombocytopenia,RECRUITING,Phase 1,Juventas Cell Therapy Ltd.,INDUSTRY,Inaticabtagene autoleucel Injection,drug,China,East Asia,2025-08-07,False,https://clinicaltrials.gov/study/NCT06826430
NCT06837558,Predictors of Bone Mineral Density in Lupus Nephritis Activity,NOT_YET_RECRUITING,N/A,Assiut University,OTHER,fibroblast growth factor 23,diagnostic_test,,,2025-02-20,False,https://clinicaltrials.gov/study/NCT06837558
NCT06839976,CD19-Directed Chimeric Antigen Receptor Autologous T Cells (CART19) for Lupus,RECRUITING,"Phase 1, Phase 2",Children's Hospital of Philadelphia,OTHER,CART19,biological,United States,North America,2026-02-23,False,https://clinicaltrials.gov/study/NCT06839976
NCT06841042,A Study of SCTB35 in Patients with Systemic Lupus Erythematosus,RECRUITING,"Phase 1, Phase 2",Sinocelltech Ltd.,INDUSTRY,SCTB35 injection,biological,China,East Asia,2025-02-21,False,https://clinicaltrials.gov/study/NCT06841042
NCT06842316,Effects of Phytocannabinoids on Immune Response and Autophagy During Chronic Immune-mediated Inflammatory Diseases,RECRUITING,N/A,Centre Hospitalier Régional d'Orléans,OTHER,"1 blood sample, 40 mL (collection during a blood test, part of the standard of care for this disease)",other,France,Europe,2025-12-30,False,https://clinicaltrials.gov/study/NCT06842316
NCT06842810,Fibroblast Growth Factor 21 in Systemic Lupus Erythematosus,NOT_YET_RECRUITING,N/A,Assiut University,OTHER,Serum FGF21 measurement by Enzyme- linked immunosorbent assay (ELISA),diagnostic_test,,,2025-02-25,False,https://clinicaltrials.gov/study/NCT06842810
NCT06852573,Clinical Study of ZM001 Injection in the Treatment of Refractory Systemic Lupus Erythematosus,NOT_YET_RECRUITING,Phase 1,"Beijing Immunochina Medical Science & Technology Co., Ltd.",INDUSTRY,ZM001 Injection,biological,,,2025-02-28,False,https://clinicaltrials.gov/study/NCT06852573
NCT06857214,A Study of GNC-038 Tetra-specific Antibody Injection in Patients With Systemic Lupus Erythematosus,RECRUITING,Phase 1,"Sichuan Baili Pharmaceutical Co., Ltd.",INDUSTRY,GNC-038; Placebo,drug,China,East Asia,2025-06-24,False,https://clinicaltrials.gov/study/NCT06857214
NCT06859931,Clinical Trial of TQB3702 Tablets in Subjects With Systemic Lupus Erythematosus (SLE),NOT_YET_RECRUITING,Phase 2,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY,TQB3702 Placebo; TQB3702 Tablets; TQB3702 Tablets+TQB3702 Placebo,drug,China,East Asia,2025-03-05,False,https://clinicaltrials.gov/study/NCT06859931
NCT06866080,A Study of LCAR-AIO in Subjects With Relapsed/Refractory Autoimmune Diseases,WITHDRAWN,Early Phase 1,Nanjing Legend Biotech Co.,INDUSTRY,LCAR-AIO T cells,biological,China,East Asia,2025-07-08,False,https://clinicaltrials.gov/study/NCT06866080
NCT06872086,Assessment of Blood Indices in Systemic Lupus Erythematosus,NOT_YET_RECRUITING,N/A,Assiut University,OTHER,,,,,2025-03-12,False,https://clinicaltrials.gov/study/NCT06872086
NCT06872138,S100A8 in Serum and Urine as a New Biomarker in Lupus Nephritis,COMPLETED,N/A,Theodor Bilharz Research Institute,OTHER,,,Egypt,Middle East / Africa,2025-05-21,False,https://clinicaltrials.gov/study/NCT06872138
NCT06875960,A Study to Continue the Administration of Deucravacitinib in Participants With Systemic Lupus Erythematosus (SLE) or Discoid and/or Subacute Cutaneous Lupus Erythematosus (DLE/SCLE) Who Have Completed Study IM011074 or Study IM011132,RECRUITING,Phase 4,Bristol-Myers Squibb,INDUSTRY,BMS-986165,drug,United States,North America,2026-03-30,False,https://clinicaltrials.gov/study/NCT06875960
NCT06880653,Dose Response of Exercise for Arthritis Management,RECRUITING,N/A,University of South Carolina,OTHER,DREAM Adaptive Intervention,behavioral,United States,North America,2026-04-03,False,https://clinicaltrials.gov/study/NCT06880653
NCT06881290,Vunakizumab for the Treatment of Mild to Moderate Systemic Lupus Erythematosus,RECRUITING,Phase 1,Chinese SLE Treatment And Research Group,OTHER,Vunakizumab (IL-17A inhibitor),drug,China,East Asia,2025-07-10,False,https://clinicaltrials.gov/study/NCT06881290
NCT06886919,Clinical Study Evaluating the Safety and Efficacy of IC19 CAR-T Cell Therapy for Refractory Systemic Lupus Erythematosus,NOT_YET_RECRUITING,Early Phase 1,"Beijing Immunochina Medical Science & Technology Co., Ltd.",INDUSTRY,Engineering of chimeric antigen receptors targeting CD19 in allogeneic T cells,biological,,,2025-03-24,False,https://clinicaltrials.gov/study/NCT06886919
NCT06887517,Chinese Rheumatism Biobank(CRB),RECRUITING,N/A,Chinese SLE Treatment And Research Group,OTHER,Antimalarial with or without oral glucocorticosteroid,drug,China,East Asia,2025-04-09,False,https://clinicaltrials.gov/study/NCT06887517
NCT06888960,Safety Study of CC312 in Autoimmune Disease Patients,RECRUITING,Early Phase 1,CytoCares Inc,INDUSTRY,CC312,biological,China,East Asia,2025-09-17,False,https://clinicaltrials.gov/study/NCT06888960
NCT06888973,Mesenchymal Stem Cells Infusion in Patients With Autoimmune Diseases,ENROLLING_BY_INVITATION,"Phase 1, Phase 2","National Institute of Blood and Marrow Transplant (NIBMT), Pakistan",OTHER_GOV,Mesenchymal Stem Cells; Placebo,biological; other,Pakistan,South Asia,2025-03-21,False,https://clinicaltrials.gov/study/NCT06888973
NCT06892145,Clinical Trial of CD19 Targeted CAR-T Cell in Refractory Adult SLE,RECRUITING,Phase 1,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,MC-1-50,biological,China,East Asia,2025-12-22,False,https://clinicaltrials.gov/study/NCT06892145
NCT06897930,"A Study to Investigate the Safety, Tolerability, and Efficacy of AZD0120 in Adults With Refractory SLE",RECRUITING,"Phase 1, Phase 2",AstraZeneca,INDUSTRY,AZD0120; Cyclophosphamide; Fludarabine,biological; drug,Australia; Canada; United States,North America; Oceania,2026-05-12,False,https://clinicaltrials.gov/study/NCT06897930
NCT06898489,Adjunctive Yu-Tone Music Therapy for Systemic Lupus Erythematosus: a Prospective Cohort Study,ACTIVE_NOT_RECRUITING,N/A,Yijun Luo,OTHER_GOV,Conventional pharmacotherapy; Yu-Tone Music Intervention,combination_product; drug,China,East Asia,2025-03-27,False,https://clinicaltrials.gov/study/NCT06898489
NCT06900764,A Study of CAR-T Cells in Subjects With Systemic Lupus Erythematosus,NOT_YET_RECRUITING,N/A,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,CAR-T cell,drug,China,East Asia,2025-07-17,False,https://clinicaltrials.gov/study/NCT06900764
NCT06902844,Equecabtagene Autoleucel Injection (Eque-cel) for Relapsed/Refractory Systemic Lupus Erythematosus (SLE),RECRUITING,N/A,Tongji Hospital,OTHER,Equecabtagene Autoleucel Injection,drug,China,East Asia,2025-03-30,False,https://clinicaltrials.gov/study/NCT06902844
NCT06904729,Chimeric Antigen Receptors T Cells for Refractory/Recurrent Lupus Nephritis in Children,RECRUITING,Phase 3,Guangzhou Women and Children's Medical Center,OTHER,High-dose CAR-T cells group; Low-dose CAR-T cells group,biological,China,East Asia,2025-04-01,False,https://clinicaltrials.gov/study/NCT06904729
NCT06913608,A Study to Assess CLBR001+SWI019 in Subjects With Autoimmune Diseases,WITHDRAWN,Phase 1,"Calibr, a division of Scripps Research",OTHER,CLBR001 + SWI019,combination_product,,,2026-03-05,False,https://clinicaltrials.gov/study/NCT06913608
NCT06916806,"A Study to Investigate Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of AZD5492 in Adult Participants With Systemic Lupus Erythematosus or Idiopathic Inflammatory Myopathies or Rheumatoid Arthritis.",RECRUITING,Phase 1,AstraZeneca,INDUSTRY,AZD5492,drug,Canada; China; France; Germany; Japan; Netherlands; Spain; United Kingdom; United States,East Asia; Europe; North America,2026-04-27,False,https://clinicaltrials.gov/study/NCT06916806
NCT06917742,A Study of Intravenous CPTX2309 in Healthy Participants and Participants With Moderate to Severe Rheumatoid Arthritis (RA) or Systemic Lupus Erythematosus (SLE),RECRUITING,Phase 1,Capstan Therapeutics,INDUSTRY,CPTX2309,drug,Australia,Oceania,2026-04-01,False,https://clinicaltrials.gov/study/NCT06917742
NCT06919250,Physical Activity in Patients With Systemic Lupus Erythematosus,NOT_YET_RECRUITING,N/A,University of Oviedo,OTHER,Patients with systemic lupus erythematosus,other,Spain,Europe,2025-04-09,False,https://clinicaltrials.gov/study/NCT06919250
NCT06920433,UCAR T-cell Therapy Targeting CD19/BCMA in Patients With r/r Systemic Lupus Erythematosus,RECRUITING,Early Phase 1,Zhejiang University,OTHER,UCAR T-cell group,biological,China,East Asia,2025-05-01,False,https://clinicaltrials.gov/study/NCT06920433
NCT06921239,HLA Antibodies in Systemic Lupus Erythematosus,RECRUITING,N/A,"Centre Hospitalier Universitaire, Amiens",OTHER,,,France,Europe,2026-01-16,False,https://clinicaltrials.gov/study/NCT06921239
NCT06925542,A Safety and Efficacy Study Evaluating CTX112 in Adult Subjects With Refractory Autoimmune Disease,RECRUITING,Phase 1,CRISPR Therapeutics,INDUSTRY,CTX112,biological,Germany; United States,Europe; North America,2025-12-17,False,https://clinicaltrials.gov/study/NCT06925542
NCT06927219,Research Accelerated by You Lupus Registry,RECRUITING,N/A,Lupus Foundation of America,OTHER,,,United States,North America,2026-01-23,False,https://clinicaltrials.gov/study/NCT06927219
NCT06934447,Study of BCMA/CD70 CAR-T Therapy for Refractory cSLE,RECRUITING,Phase 1,The Children's Hospital of Zhejiang University School of Medicine,OTHER,anti-BCMA/CD70-CAR-T cells,biological,China,East Asia,2025-04-25,False,https://clinicaltrials.gov/study/NCT06934447
NCT06935474,C-CAR168 CAR T Cell Therapy for Refractory Autoimmune Disease,NOT_YET_RECRUITING,"Phase 1, Phase 2",AbelZeta Inc.,INDUSTRY,C-CAR168,biological,United States,North America,2026-02-03,False,https://clinicaltrials.gov/study/NCT06935474
NCT06936007,Hematological Manifestations in Systemic Lupus Erythematosus Patients,COMPLETED,N/A,Patan Academy of Health Sciences,OTHER,,,Nepal,Other / Global,2025-04-20,False,https://clinicaltrials.gov/study/NCT06936007
NCT06941129,CAR T-cell Therapy Targeting CD19 and BCMA in Patients With Relapse/Refractory Autoimmune Diseases,RECRUITING,Phase 1,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,UCAR T-cell,biological,China,East Asia,2025-09-29,False,https://clinicaltrials.gov/study/NCT06941129
NCT06943937,A Clinical Study of YTS109 Cell in R/R Systemic Lupus Erythematosus,RECRUITING,Phase 1,"China Immunotech (Beijing) Biotechnology Co., Ltd.",INDUSTRY,YTS109 cell injection,drug,China,East Asia,2025-05-13,False,https://clinicaltrials.gov/study/NCT06943937
NCT06945068,An Open-label Study of GB261 in Refractory Seropositive Systemic Lupus Erythematosus,NOT_YET_RECRUITING,Phase 1,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,GB261,biological,China,East Asia,2025-04-25,False,https://clinicaltrials.gov/study/NCT06945068
NCT06946485,Universal Anti-CD70 CAR-T (CHT101) Cell Therapy for Relapsed Refractory Systemic Lupus Erythematosus,RECRUITING,Early Phase 1,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Universal anti-CD70 CAR-T (CHT101),biological,China,East Asia,2026-04-07,False,https://clinicaltrials.gov/study/NCT06946485
NCT06947460,"CD19-BCMA CART Cell Therapy for Refractory SLE-LN, SSc, and pSS-PAH",RECRUITING,"Phase 1, Phase 2",Beijing GoBroad Hospital,OTHER,CD19-BCMA CAR-T cells infusion,drug,China,East Asia,2026-03-03,False,https://clinicaltrials.gov/study/NCT06947460
NCT06947473,"Umbilical Cord Blood CD19-BCMA CART Cell Therapy for SLE-LN, SSc, andpSS PAH.",RECRUITING,"Phase 1, Phase 2",Beijing GoBroad Hospital,OTHER,umbilical cord blood CD19-BCMA CAR-T cells infusion,drug,China,East Asia,2026-03-03,False,https://clinicaltrials.gov/study/NCT06947473
NCT06948110,Deciphering the Genetic Architecture of Autoimmune Diseases,RECRUITING,N/A,National Human Genome Research Institute (NHGRI),NIH,,,Peru; United States,Latin America; North America,2026-05-14,False,https://clinicaltrials.gov/study/NCT06948110
NCT06955598,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Multiple Subcutaneous Injections of SHR-2173 in Patients With Systemic Lupus Erythematosus",COMPLETED,Phase 1,"Guangdong Hengrui Pharmaceutical Co., Ltd",INDUSTRY,SHR-2173,drug,China,East Asia,2025-12-15,False,https://clinicaltrials.gov/study/NCT06955598
NCT06965244,Lenalidomide vs Methotrexate in Difficult-to-treat Cutaneous Lupus Erythematosus,NOT_YET_RECRUITING,Phase 3,Assistance Publique - Hôpitaux de Paris,OTHER,Lenalidomide; Methotrexate (MTX),drug,,,2025-05-11,False,https://clinicaltrials.gov/study/NCT06965244
NCT06970951,Early Clinical Study of UTAA91 Injection for the Treatment of Relapsed/Refractory Autoimmune Diseases,NOT_YET_RECRUITING,Early Phase 1,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,UTAA91 injection,biological,China,East Asia,2025-05-14,False,https://clinicaltrials.gov/study/NCT06970951
NCT06971913,Efficacy and Safety of Low-dose IL-2 in SLE Patients With CMV Viremia,NOT_YET_RECRUITING,Phase 2,Peking University People's Hospital,OTHER,Ganciclovir (GCV); Interleukin-2 (IL-2),drug,China,East Asia,2025-05-14,False,https://clinicaltrials.gov/study/NCT06971913
NCT06975787,Dose Escalation Study With Bispecific Antibodies in Adult Patients With Lupus Nephritis,RECRUITING,Phase 1,Regeneron Pharmaceuticals,INDUSTRY,Odronextamab; Vonsetamig,drug,Germany; South Korea; Spain; Taiwan; United States,East Asia; Europe; North America; Other / Global,2026-04-13,False,https://clinicaltrials.gov/study/NCT06975787
NCT06977724,"A Study to Assess Adverse Events, How the Drug Moves Through the Body and Effectiveness of Intravenous Infusions of ABBV-319 in Adult Participants With Systemic Lupus Erythematosus (SLE) and Sjogren's Disease (SjD)",RECRUITING,Phase 1,AbbVie,INDUSTRY,ABBV-319,drug,Netherlands; United States,Europe; North America,2026-05-12,False,https://clinicaltrials.gov/study/NCT06977724
NCT06978647,A Clinical Study of YTS109 Cell in R/R Autoimmune Diseases,RECRUITING,Phase 1,"China Immunotech (Beijing) Biotechnology Co., Ltd.",INDUSTRY,YTS109 cell,drug,China,East Asia,2025-07-14,False,https://clinicaltrials.gov/study/NCT06978647
NCT06978738,UCAR T-cell Therapy Targeting CD19/ BCMA in Patients With Relapse/ Refractory Autoimmune Diseases,NOT_YET_RECRUITING,Phase 1,Changzhou No.2 People's Hospital,OTHER,universal allogeneic anti-CD19/BCMA CAR T-cells,biological,China,East Asia,2025-05-18,False,https://clinicaltrials.gov/study/NCT06978738
NCT06980597,A Study of OL-108 in Relapsed/Refractory Autoimmune Diseases,RECRUITING,Phase 1,Beijing GoBroad Hospital,OTHER,OL-108,biological,China,East Asia,2025-05-20,False,https://clinicaltrials.gov/study/NCT06980597
NCT06980805,"A Study to Assess the Safety, Tolerability, and Efficacy of IMVT-1402 in Participants With Cutaneous Lupus Erythematosus (CLE)",RECRUITING,Phase 2,Immunovant Sciences GmbH,INDUSTRY,IMVT-1402; Placebo,drug,Argentina; Bulgaria; Canada; Chile; Georgia; Germany; Greece; Poland; Puerto Rico; Serbia; Spain; United Kingdom; United States,Europe; Latin America; North America; Other / Global,2026-04-21,False,https://clinicaltrials.gov/study/NCT06980805
NCT06984341,"A Study to Evaluate the Safety, Tolerability, Cellular Kinetics, Pharmacodynamics, and Efficacy of P-CD19CD20-ALLO1 in Participants With Severe, Treatment-refractory Systemic Lupus Erythematosus (SLE)",NOT_YET_RECRUITING,Phase 1,"Genentech, Inc.",INDUSTRY,Cyclophosphamide; Fludarabine; P-CD19CD20-ALLO1 Cells; Rimiducid,biological; drug,United States,North America,2026-04-23,False,https://clinicaltrials.gov/study/NCT06984341
NCT06987565,Transcutaneous Vagus Nerve Stimulation in SLE,NOT_YET_RECRUITING,Phase 2,Northwell Health,OTHER,Active vagus nerve stimulation; Sham vagus nerve stimulation,device,,,2025-05-23,False,https://clinicaltrials.gov/study/NCT06987565
NCT06999109,Teams Engaged in Accessible Mental Health Interventions for Lupus Erythematosus and Dermatomyositis Stress,NOT_YET_RECRUITING,N/A,Duke University,OTHER,TEAM-LEADS,behavioral,United States,North America,2025-06-05,False,https://clinicaltrials.gov/study/NCT06999109
NCT07000110,Anifrolumab Malignancy and Serious Infections Study,RECRUITING,N/A,AstraZeneca,INDUSTRY,Anifrolumab,drug,Denmark; France; Germany; Spain,Europe,2026-04-23,False,https://clinicaltrials.gov/study/NCT07000110
NCT07000292,MSC303 Subcutaneous Injection for the Treatment of Immunologic Glomerular Disease.,NOT_YET_RECRUITING,"Phase 1, Phase 2",Shanghai Changzheng Hospital,OTHER,Injection of MSC303,drug,China,East Asia,2025-06-11,False,https://clinicaltrials.gov/study/NCT07000292
NCT07000903,Occupational and Environmental Causes of Autoimmune Diseases,COMPLETED,N/A,Université Catholique de Louvain,OTHER,Exposure and immune profiles,other,Belgium,Europe,2025-06-03,False,https://clinicaltrials.gov/study/NCT07000903
NCT07000916,Medical Follow-up of New Cases of Polyarthritis in Children and Young Adults,RECRUITING,N/A,Université Catholique de Louvain,OTHER,,,Belgium,Europe,2025-06-03,False,https://clinicaltrials.gov/study/NCT07000916
NCT07001839,A Phase Ib Study of QLS4131 in Subjects With Systemic Lupus Erythematosus,NOT_YET_RECRUITING,Phase 1,"Qilu Pharmaceutical Co., Ltd.",INDUSTRY,QLS4131 for Injection.,drug,,,2025-06-03,False,https://clinicaltrials.gov/study/NCT07001839
NCT07005479,Long-Term Outcomes in SLE at Peking University People's Hospital,RECRUITING,N/A,Peking University People's Hospital,OTHER,,,China,East Asia,2025-06-05,False,https://clinicaltrials.gov/study/NCT07005479
NCT07010835,Study of YK012 in Moderate to Severe Systemic Lupus Erythematosus,RECRUITING,"Phase 1, Phase 2",Excyte Biopharma Ltd,INDUSTRY,YK012,drug,China,East Asia,2026-02-05,False,https://clinicaltrials.gov/study/NCT07010835
NCT07011043,A Phase 1b Study of Budoprutug in Systemic Lupus Erythematosus (SLE),RECRUITING,Phase 1,"Climb Bio, Inc.",INDUSTRY,Budoprutug,drug,Bulgaria; Georgia; Greece; Puerto Rico; Romania; Spain; Ukraine; United States,Europe; North America; Other / Global,2026-03-27,False,https://clinicaltrials.gov/study/NCT07011043
NCT07012239,The Frequency of Thiopurine Methyltransferase Polymorphism in Systemic Lupus Erythematosus SLE,COMPLETED,N/A,Bangladesh Medical University,OTHER,Azathioprine (AZA); TPMT,drug,Bangladesh,South Asia,2025-06-10,False,https://clinicaltrials.gov/study/NCT07012239
NCT07015983,"A Study of CC-97540 (BMS-986353 or Zola-cel), CD19-Targeted NEX-T CAR T Cells, in Participants With Active SLE Despite Immunosuppressants (Breakfree-SLE)",RECRUITING,Phase 2,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",INDUSTRY,CC-97540; Cyclophosphamide; Fludarabine,drug,Argentina; Austria; Belgium; Brazil; Canada; Denmark; France; Germany; Israel; Italy; Japan; Poland; Portugal; Spain; United Kingdom; United States,East Asia; Europe; Latin America; Middle East; North America,2026-05-08,False,https://clinicaltrials.gov/study/NCT07015983
NCT07017868,"Correlation Between Serum Uric Acid, Serum Homocysteine Level and Interleukin- 17 in Lupus Nephritis Patients",RECRUITING,N/A,Sohag University,OTHER,interleukin- 17,diagnostic_test,Egypt,Middle East / Africa,2025-06-12,False,https://clinicaltrials.gov/study/NCT07017868
NCT07024082,Water-based Liuzijue Exercise on Childhood-onset Systemic Lupus Erythematosus,COMPLETED,N/A,MTI University,OTHER,Land-based Liuzijue exercise; Water-based Liuzijue exercise,other,Egypt,Middle East / Africa,2025-12-02,False,https://clinicaltrials.gov/study/NCT07024082
NCT07031674,Comparing Efficacy and Safety of Telitacicept and Belimumab in Lupus Nephritis: A Retrospective Multicenter Cohort Study.,COMPLETED,N/A,Yipeng Liu,OTHER,,,China,East Asia,2026-02-02,False,https://clinicaltrials.gov/study/NCT07031674
NCT07031713,"Safety, Efficacy and Cellular Metabolic Dynamics of ct1192 in Patients With Moderate to Severe Refractory SLE",RECRUITING,Phase 1,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,CAR-T Therapy,biological,China,East Asia,2025-11-24,False,https://clinicaltrials.gov/study/NCT07031713
NCT07035834,SGLT-2 Inhibitors on Albuminuria in Chronic Kidney Disease Patients With Lupus Nephritis and ANCA- Associated Vasculitis,NOT_YET_RECRUITING,Phase 4,Federico II University,OTHER,Gliflozin,drug,,,2025-06-25,False,https://clinicaltrials.gov/study/NCT07035834
NCT07038382,"A Study to Evaluate the Efficacy, Safety, and Tolerability of Human Sialidase Fusion Protein (HLX79) in Combination With Rituximab Injection Versus Placebo in Patients With Active Glomerulonephritis",RECRUITING,Phase 2,Shanghai Henlius Biotech,INDUSTRY,HLX79 10mg/kg/Placebo+HLX01; HLX79 20mg/kg/Placebo + HLX01; HLX79 30mg/kg/placebo+HLX01,drug,China,East Asia,2025-11-18,False,https://clinicaltrials.gov/study/NCT07038382
